Issuance Date,Sustainable Development Goals,Vintage Start,Vintage End,ID,Name,Country/Area,Project Type,Total Vintage Quantity,Quantity Issued,Serial Number,Additional Certifications,Retirement/Cancellation Date,Retirement Beneficiary,Retirement Reason,Retirement Details
08/09/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2015,31/12/2015,1748,Southern Cardamom REDD+ Project,Cambodia,Agriculture Forestry and Other Land Use,"3,982,378",206,11216-302515099-302515304-VCS-VCU-263-VER-KH-14-1748-01012015-31122015-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Gold",23/05/2022,LCL COMPENSATION CARBONE MULTI STRATEGIE,Retirement for Person or Organization,Compensation de l'empreinte carbone du fonds pour l'exercice 2022
08/09/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2015,31/12/2015,1748,Southern Cardamom REDD+ Project,Cambodia,Agriculture Forestry and Other Land Use,"3,982,378","1,000",11216-302615099-302616098-VCS-VCU-263-VER-KH-14-1748-01012015-31122015-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Gold",29/08/2023,,,
08/09/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2015,31/12/2015,1748,Southern Cardamom REDD+ Project,Cambodia,Agriculture Forestry and Other Land Use,"3,982,378","14,456",11216-302527199-302541654-VCS-VCU-263-VER-KH-14-1748-01012015-31122015-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Gold",11/05/2023,,,
08/09/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2015,31/12/2015,1748,Southern Cardamom REDD+ Project,Cambodia,Agriculture Forestry and Other Land Use,"3,982,378","3,852",11216-302515305-302519156-VCS-VCU-263-VER-KH-14-1748-01012015-31122015-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Gold",27/04/2023,LCL COMPENSATION CARBONE MULTI STRATEGIE,Retirement for Person or Organization,Compensation empreinte carbone du fonds
08/09/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2015,31/12/2015,1748,Southern Cardamom REDD+ Project,Cambodia,Agriculture Forestry and Other Land Use,"3,982,378",641,11216-302665099-302665739-VCS-VCU-263-VER-KH-14-1748-01012015-31122015-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Gold",05/05/2023,,,
08/09/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2015,31/12/2015,1748,Southern Cardamom REDD+ Project,Cambodia,Agriculture Forestry and Other Land Use,"3,982,378",1,11216-302645099-302645099-VCS-VCU-263-VER-KH-14-1748-01012015-31122015-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Gold",20/10/2022,,,
08/09/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2015,31/12/2015,1748,Southern Cardamom REDD+ Project,Cambodia,Agriculture Forestry and Other Land Use,"3,982,378",93,11216-302541655-302541747-VCS-VCU-263-VER-KH-14-1748-01012015-31122015-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Gold",09/12/2022,Le Syndicat des Eaux d’Île-de-France,Retirement for Person or Organization,"Retired on behalf of Le Syndicar des Eaux d'Île-de-France (Au titre de la compensation des émissions de GES générées par les activités du SEDIF pour la période du 1er janvier 2021 au 31 décembre 2021, soit 23100 tCO2eq au total.)"
08/09/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2015,31/12/2015,1748,Southern Cardamom REDD+ Project,Cambodia,Agriculture Forestry and Other Land Use,"3,982,378","19,527",11216-302645100-302664626-VCS-VCU-263-VER-KH-14-1748-01012015-31122015-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Gold",09/12/2022,Le Syndicat des Eaux d’Île-de-France,Retirement for Person or Organization,"Retired on behalf of Le Syndicar des Eaux d'Île-de-France (Au titre de la compensation des émissions de GES générées par les activités du SEDIF pour la période du 1er janvier 2021 au 31 décembre 2021, soit 23100 tCO2eq au total.)"
08/09/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2015,31/12/2015,1748,Southern Cardamom REDD+ Project,Cambodia,Agriculture Forestry and Other Land Use,"3,982,378",158,11216-302541748-302541905-VCS-VCU-263-VER-KH-14-1748-01012015-31122015-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Gold",26/01/2023,,,
08/09/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2015,31/12/2015,1748,Southern Cardamom REDD+ Project,Cambodia,Agriculture Forestry and Other Land Use,"3,982,378",472,11216-302664627-302665098-VCS-VCU-263-VER-KH-14-1748-01012015-31122015-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Gold",26/01/2023,,,
08/09/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2015,31/12/2015,1748,Southern Cardamom REDD+ Project,Cambodia,Agriculture Forestry and Other Land Use,"3,982,378","10,800",11216-302541906-302552705-VCS-VCU-263-VER-KH-14-1748-01012015-31122015-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Gold",11/05/2023,Groupe La Poste – BSCC COLIS,Retirement for Person or Organization,Retired on behalf of Groupe La Poste – BSCC COLIS
08/09/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2015,31/12/2015,1748,Southern Cardamom REDD+ Project,Cambodia,Agriculture Forestry and Other Land Use,"3,982,378","8,042",11216-302519157-302527198-VCS-VCU-263-VER-KH-14-1748-01012015-31122015-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Gold",27/04/2023,LCL COMPENSATION CARBONE ACTIONS MONDE,Retirement for Person or Organization,Compensation empreinte carbone du fonds
08/09/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2015,31/12/2015,1748,Southern Cardamom REDD+ Project,Cambodia,Agriculture Forestry and Other Land Use,"3,982,378",11,11216-302665740-302665750-VCS-VCU-263-VER-KH-14-1748-01012015-31122015-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Gold",26/05/2023,,,
08/09/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2015,31/12/2015,1748,Southern Cardamom REDD+ Project,Cambodia,Agriculture Forestry and Other Land Use,"3,982,378","62,393",11216-302552706-302615098-VCS-VCU-263-VER-KH-14-1748-01012015-31122015-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Gold",,,,
